"api_number","operator_name","well_name","latitude","longitude","status","parent","cik","serialid"
"50029202310000","BP EXPLORATION (ALASKA) INC","PRUDHOE BAY UNIT 03-08","70.2315174335864","-148.27158017789","A","BP PLC","313807","501"
"50029202320000","BP EXPLORATION (ALASKA) INC","PRUDHOE BAY UNIT 09-09","70.2473046767418","-148.235756047811","A","BP PLC","313807","502"
"50029202330000","BP EXPLORATION (ALASKA) INC","SAG DELTA 03","70.3456868037117","-148.018846714857","I","BP PLC","313807","503"
"50029202340000","SOHIO ALASKA PETROLEUM CO","SAG DELTA 02","70.3238436670213","-148.056357180844","I","BP PLC","313807","504"
"50029202340100","BP EXPLORATION (ALASKA) INC","SAG DELTA 28337 02A","70.3238436670213","-148.056357180844","I","BP PLC","313807","505"
"50029202350000","BP EXPLORATION (ALASKA) INC","PRUDHOE BAY UNIT 09-10","70.2469851983678","-148.235553370567","A","BP PLC","313807","506"
"50029202360000","BP EXPLORATION (ALASKA) INC","PRUDHOE BAY UNIT 09-11","70.2466629894094","-148.235350687666","A","BP PLC","313807","507"
"50029202370000","CONOCOPHILLIPS ALASKA INC","KUPARUK RIV UNIT 1B-05","70.3278493837578","-149.594995550531","A","CONOCOPHILLIPS","1163165","508"
"50029202380000","BP EXPLORATION (ALASKA) INC","PRUDHOE BAY UNIT H-06","70.298536060506","-148.839377672229","A","BP PLC","313807","509"
"50029202390000","BP EXPLORATION (ALASKA) INC","PRUDHOE BAY UNIT 09-12","70.2463435110354","-148.235148010422","A","BP PLC","313807","510"
"50029202730100","BP EXPLORATION (ALASKA) INC","PRUDHOE BAY UNIT 02-11A","70.2690014622899","-148.482271243187","A","BP PLC","313807","511"
"50029202400000","BP EXPLORATION (ALASKA) INC","PRUDHOE BAY UNIT 09-13","70.2460240326614","-148.234945333178","A","BP PLC","313807","512"
"50029202410000","BP EXPLORATION (ALASKA) INC","PRUDHOE BAY UNIT J-07","70.3268991523826","-148.835823098936","I","BP PLC","313807","513"
"50029202410100","BP EXPLORATION (ALASKA) INC","PRUDHOE BAY UNIT J-07A","70.3268991523826","-148.835823098936","A","BP PLC","313807","514"
"50029202420000","BP EXPLORATION (ALASKA) INC","PRUDHOE BAY UNIT H-07","70.2988118474404","-148.839379394092","I","BP PLC","313807","515"
"50029202420100","BP EXPLORATION (ALASKA) INC","PRUDHOE BAY UNIT H-07A","70.2988118474404","-148.839379394092","A","BP PLC","313807","516"
"50029202430000","BP EXPLORATION (ALASKA) INC","PRUDHOE BAY UNIT 05-07","70.263402046052","-148.404421544048","A","BP PLC","313807","517"
"50029202440000","ARCO ALASKA INC","PRUDHOE BAY UNIT 05-12","70.2650093579874","-148.40543288114","I","BP PLC","313807","518"
"50029202440100","BP EXPLORATION (ALASKA) INC","PRUDHOE BAY UNIT 05-12A","70.2650093579874","-148.40543288114","I","BP PLC","313807","519"
"50029202440200","BP EXPLORATION (ALASKA) INC","PRUDHOE BAY UNIT 05-12B","70.2650021644658","-148.405436628618","A","BP PLC","313807","520"
"50029202450000","BP EXPLORATION (ALASKA) INC","SAG DELTA 34633 04","70.3458260610541","-148.019237076923","I","BP PLC","313807","521"
"50029202460000","BP EXPLORATION (ALASKA) INC","PRUDHOE BAY UNIT J-06","70.3271722073742","-148.835824808843","A","BP PLC","313807","522"
"50029202470000","BP EXPLORATION (ALASKA) INC","PRUDHOE BAY UNIT H-08","70.2990876343748","-148.839381115955","A","BP PLC","313807","523"
"50029202480000","BP EXPLORATION (ALASKA) INC","PRUDHOE BAY UNIT 05-08","70.2637215236192","-148.404627025547","I","BP PLC","313807","524"
"50029202480100","BP EXPLORATION (ALASKA) INC","PRUDHOE BAY UNIT 05-08A","70.2637215018679","-148.40462703153","A","BP PLC","313807","525"
"50029202490000","BP EXPLORATION (ALASKA) INC","PRUDHOE BAY UNIT 09-14","70.2457045542874","-148.234742655934","A","BP PLC","313807","526"
"50029202500000","ARCO ALASKA INC","PRUDHOE BAY UNIT 05-13","70.2653261049772","-148.405662594355","I","BP PLC","313807","527"
"50029202500100","BP EXPLORATION (ALASKA) INC","PRUDHOE BAY UNIT 05-13A","70.2653243726106","-148.405641465969","I","BP PLC","313807","528"
"50029202500200","BP EXPLORATION (ALASKA) INC","PRUDHOE BAY UNIT 05-13B","70.2653243456005","-148.405630232347","A","BP PLC","313807","529"
"50029202510000","BP EXPLORATION (ALASKA) INC","PRUDHOE BAY UNIT J-09","70.3258069324161","-148.835816259304","I","BP PLC","313807","530"
"50029202510100","BP EXPLORATION (ALASKA) INC","PRUDHOE BAY UNIT J-09A","70.3258069324161","-148.835816259304","I","BP PLC","313807","531"
"50029202510200","BP EXPLORATION (ALASKA) INC","PRUDHOE BAY UNIT J-09B","70.3258069435963","-148.835816237984","A","BP PLC","313807","532"
"55219000020000","SUN OIL CO","C.O.S.T. KSSD KODIAK 1 DST-06","57.99819167","-150.48576111","I","",,"533"
"50029202520000","ARCO ALASKA INC","PRUDHOE BAY UNIT 05-11","70.2646826868985","-148.40522732501","I","BP PLC","313807","534"
"50029202520100","BP EXPLORATION (ALASKA) INC","PRUDHOE BAY UNIT 05-11A","70.2646826868985","-148.40522732501","A","BP PLC","313807","535"
"50029202530000","ARCO ALASKA INC","PRUDHOE BAY UNIT 05-14","70.2656510436994","-148.405835785786","I","BP PLC","313807","536"
"50029202530100","BP EXPLORATION (ALASKA) INC","PRUDHOE BAY UNIT 05-14A","70.2656438501778","-148.405846280656","A","BP PLC","313807","537"
"50029202540000","ARCO ALASKA INC","PRUDHOE BAY UNIT 05-09","70.264043731764","-148.404824448693","I","BP PLC","313807","538"
"50029202540100","BP EXPLORATION (ALASKA) INC","PRUDHOE BAY UNIT 05-09A","70.2640536558632","-148.404830353447","A","BP PLC","313807","539"
"50029202550000","ARCO ALASKA INC","PRUDHOE BAY UNIT 05-15","70.2659732518442","-148.406033208932","I","BP PLC","313807","540"
"50029202550100","ARCO ALASKA INC","PRUDHOE BAY UNIT 05-15A","70.2659660583226","-148.406033134302","I","BP PLC","313807","541"
"50029202550200","BP EXPLORATION (ALASKA) INC","PRUDHOE BAY UNIT 05-15B","70.2659660583226","-148.406033134302","A","BP PLC","313807","542"
"50029202560000","BP EXPLORATION (ALASKA) INC","PRUDHOE BAY UNIT 09-15","70.2453823364241","-148.234539976991","I","BP PLC","313807","543"
"50029202560100","BP EXPLORATION (ALASKA) INC","PRUDHOE BAY UNIT 09-15A","70.2453823364241","-148.234539976991","A","BP PLC","313807","544"
"50029202570000","BP EXPLORATION (ALASKA) INC","PRUDHOE BAY UNIT 09-16","70.2450628669549","-148.234337295788","A","BP PLC","313807","545"
"50029202580000","BP EXPLORATION (ALASKA) INC","PRUDHOE BAY UNIT 09-17","70.2447406579965","-148.234134612887","A","BP PLC","313807","546"
"50029202590000","BP EXPLORATION (ALASKA) INC","PRUDHOE BAY UNIT 09-18","70.2444211796225","-148.233940016257","A","BP PLC","313807","547"
"50029202600000","BP EXPLORATION (ALASKA) INC","PRUDHOE BAY UNIT 09-19","70.2441017012485","-148.233729258399","A","BP PLC","313807","548"
"50029202610000","BP EXPLORATION (ALASKA) INC","PRUDHOE BAY UNIT 09-20","70.2437794922901","-148.233534656112","A","BP PLC","313807","549"
"50029202620000","ARCO ALASKA INC","PRUDHOE BAY UNIT 05-16","70.2662927294115","-148.406238690431","I","BP PLC","313807","550"
"50029202620100","ARCO ALASKA INC","PRUDHOE BAY UNIT 05-16A","70.2662855358898","-148.406238615801","I","BP PLC","313807","551"
"50029202620200","BP EXPLORATION (ALASKA) INC","PRUDHOE BAY UNIT 05-16B","70.2662855358898","-148.406238615801","A","BP PLC","313807","552"
"50029202620300","BP EXPLORATION (ALASKA) INC","PRUDHOE BAY UNIT 05-16CXX","70.2662855057264","-148.406238616496","I","BP PLC","313807","553"
"50029202620400","BP EXPLORATION (ALASKA) INC","PRUDHOE BAY UNIT 05-16C","70.2662855057264","-148.406238616496","A","BP PLC","313807","554"
"50069100210000","ALASKA COAL OIL CO","ALASKA COAL OIL CO 2",,,"I","",,"555"
"50029202630000","ARCO ALASKA INC","PRUDHOE BAY UNIT 05-10","70.2643604787538","-148.405029901864","I","BP PLC","313807","556"
"50029202630100","ARCO ALASKA INC","PRUDHOE BAY UNIT 05-10A","70.2643604787538","-148.405029901864","I","BP PLC","313807","557"
"50029202630200","BP EXPLORATION (ALASKA) INC","PRUDHOE BAY UNIT 05-10B","70.2643604787538","-148.405029901864","I","BP PLC","313807","558"
"50029202630300","BP EXPLORATION (ALASKA) INC","PRUDHOE BAY UNIT 05-10C","70.2643604549061","-148.405029906525","A","BP PLC","313807","559"
"50029202640000","GULF OIL CORP","PRUDHOE BAY UN PTM 01","70.3908579297656","-148.580621578852","I","",,"560"
"50029202640100","GULF OIL CORP","PRUDHOE BAY UN PTM 02","70.3908579297656","-148.580621578852","I","",,"561"
"50029202650000","BP EXPLORATION (ALASKA) INC","PRUDHOE BAY UNIT J-08","70.3260799874077","-148.835817969212","I","BP PLC","313807","562"
"50029202650100","BP EXPLORATION (ALASKA) INC","PRUDHOE BAY UNIT J-08A","70.326079997692","-148.835817947886","A","BP PLC","313807","563"
"50029202660000","CONOCOPHILLIPS ALASKA INC","KUPARUK RIV UNIT 1D-08","70.2987271999692","-149.510107226909","A","CONOCOPHILLIPS","1163165","564"
"50029202670000","ATLANTIC RICHFIELD CO","W SAK RIV ST B-10","70.2030530154254","-149.769732480312","I","",,"565"
"50029202680000","BP EXPLORATION (ALASKA) INC","PRUDHOE BAY UNIT 01-11","70.2402160734661","-148.400001172137","A","BP PLC","313807","566"
"50029202690000","BP EXPLORATION (ALASKA) INC","PRUDHOE BAY UNIT 01-12","70.2405382832381","-148.400182163497","I","BP PLC","313807","567"
"50029202690100","BP EXPLORATION (ALASKA) INC","PRUDHOE BAY UNIT 01-12A","70.2405382832381","-148.400182163497","A","BP PLC","313807","568"
"50029202700000","BP EXPLORATION (ALASKA) INC","PRUDHOE BAY UNIT 01-13","70.2408604930101","-148.400363154856","A","BP PLC","313807","569"
"50029202710000","ARCO ALASKA INC","PRUDHOE BAY UNIT 05-17","70.2666122069787","-148.406444171931","I","BP PLC","313807","570"
"50029202710100","ARCO ALASKA INC","PRUDHOE BAY UNIT 05-17A","70.2666122069787","-148.406444171931","I","BP PLC","313807","571"
"50029202710200","BP EXPLORATION (ALASKA) INC","PRUDHOE BAY UNIT 05-17B","70.2666122069787","-148.406444171931","A","BP PLC","313807","572"
"50029202720000","ARCO ALASKA INC","PRUDHOE BAY UNIT 07-01","70.2659568683803","-148.574989229178","I","BP PLC","313807","573"
"50029202720100","BP EXPLORATION (ALASKA) INC","PRUDHOE BAY UNIT 07-01A","70.2659568866199","-148.574989229477","I","BP PLC","313807","574"
"50029202720200","BP EXPLORATION (ALASKA) INC","PRUDHOE BAY UNIT 07-01B","70.2659568866199","-148.574989229477","A","BP PLC","313807","575"
"50029202730000","ARCO ALASKA INC","PRUDHOE BAY UNIT 02-11","70.2690014622899","-148.482271243187","I","BP PLC","313807","576"
"50029202740000","BP EXPLORATION (ALASKA) INC","W SAK 25645 09","70.3422190192571","-149.831583309333","I","BP PLC","313807","577"
"50029202750000","BP EXPLORATION (ALASKA) INC","W SAK 25548 11","70.3579459898864","-149.991668635229","I","BP PLC","313807","578"
"50029202760000","BP EXPLORATION (ALASKA) INC","PRUDHOE BAY UNIT B-05","70.269181680406","-148.673391870899","I","BP PLC","313807","579"
"50029202760100","BP EXPLORATION (ALASKA) INC","PRUDHOE BAY UNIT B-05A","70.269181680406","-148.673391870899","I","BP PLC","313807","580"
"50029202760200","BP EXPLORATION (ALASKA) INC","PRUDHOE BAY UNIT B-05B","70.269181680406","-148.673391870899","I","BP PLC","313807","581"
"50029202760300","BP EXPLORATION (ALASKA) INC","PRUDHOE BAY UNIT B-05C","70.2691816880656","-148.673391828529","I","BP PLC","313807","582"
"50029202760400","BP EXPLORATION (ALASKA) INC","PRUDHOE BAY UNIT B-05D","70.2691816880656","-148.673391828529","A","BP PLC","313807","583"
"50029202770000","ARCO ALASKA INC","PRUDHOE BAY UNIT 02-12","70.2693209398572","-148.482449803885","I","BP PLC","313807","584"
"50029202770100","BP EXPLORATION (ALASKA) INC","PRUDHOE BAY UNIT 02-12A","70.2693209398572","-148.482449803885","I","BP PLC","313807","585"
"50029202770200","BP EXPLORATION (ALASKA) INC","PRUDHOE BAY UNIT 02-12B","70.2693209470599","-148.482449827618","I","BP PLC","313807","586"
"50029202770300","BP EXPLORATION (ALASKA) INC","PRUDHOE BAY UNIT 02-12C","70.2693209470599","-148.482449827618","I","BP PLC","313807","587"
"50029202770400","BP EXPLORATION (ALASKA) INC","PRUDHOE BAY UNIT 02-12D","70.2693209470599","-148.482449827618","A","BP PLC","313807","588"
"50029202780000","CONOCOPHILLIPS ALASKA INC","W MIKKELSEN ST 1","70.1835957425001","-147.382138046767","I","CONOCOPHILLIPS","1163165","589"
"50029202790000","BP EXPLORATION (ALASKA) INC","PRUDHOE BAY UNIT B-06","70.2697523711031","-148.673381618239","A","BP PLC","313807","590"
"50029202800000","EXXON CORP","DUCK IS UNIT 1","70.3167014954357","-147.863011376193","I","EXXON MOBIL CORP","34088","591"
"50029202800100","EXXON CORP","DUCK IS UNIT 2","70.3167014954357","-147.863011376193","I","EXXON MOBIL CORP","34088","592"
"50029202810000","BP EXPLORATION (ALASKA) INC","PRUDHOE BAY UNIT 01-14","70.2411827027822","-148.400544146216","I","BP PLC","313807","593"
"50029202810100","BP EXPLORATION (ALASKA) INC","PRUDHOE BAY UNIT 01-14A","70.2411827076557","-148.400544165104","A","BP PLC","313807","594"
"50029202820000","BP EXPLORATION (ALASKA) INC","PRUDHOE BAY UNIT 06-02","70.2443256091705","-148.499032934837","I","BP PLC","313807","595"
"50029202820100","BP EXPLORATION (ALASKA) INC","PRUDHOE BAY UNIT 06-02A","70.2443256037326","-148.499032903966","I","BP PLC","313807","596"
"50029202820200","BP EXPLORATION (ALASKA) INC","PRUDHOE BAY UNIT 06-02B","70.2443256037326","-148.499032903966","A","BP PLC","313807","597"
"50029202830000","BP EXPLORATION (ALASKA) INC","PRUDHOE BAY UNIT NGI-11","70.3299082166368","-148.482583067459","A","BP PLC","313807","598"
"50029202840000","BP EXPLORATION (ALASKA) INC","PRUDHOE BAY UNIT NGI-12","70.3302304207133","-148.482786607048","A","BP PLC","313807","599"
"50029202850000","BP EXPLORATION (ALASKA) INC","PRUDHOE BAY UNIT B-07","70.2700226982754","-148.673376336102","A","BP PLC","313807","600"
"50029202860000","ARCO ALASKA INC","PRUDHOE BAY UNIT 04-11","70.2722453865151","-148.27534380313","I","BP PLC","313807","601"
"50029202860100","BP EXPLORATION (ALASKA) INC","PRUDHOE BAY UNIT 04-11A","70.2722453865151","-148.275361085412","A","BP PLC","313807","602"
"50029202870000","ARCO ALASKA INC","PRUDHOE BAY UNIT 01-15","70.2415049125543","-148.400717062188","I","BP PLC","313807","603"
"50029202870100","BP EXPLORATION (ALASKA) INC","PRUDHOE BAY UNIT 01-15A","70.2414922835643","-148.400709952745","A","BP PLC","313807","604"
"50029202880000","BP EXPLORATION (ALASKA) INC","PRUDHOE BAY UNIT 01-16","70.2418271223263","-148.400898053548","A","BP PLC","313807","605"
"50029202890000","ARCO ALASKA INC","PRUDHOE BAY UNIT 01-17","70.2421466015071","-148.401079016663","I","BP PLC","313807","606"
"50029202890100","BP EXPLORATION (ALASKA) INC","PRUDHOE BAY UNIT 01-17A","70.2421466015071","-148.401079016663","I","BP PLC","313807","607"
"50029202890200","BP EXPLORATION (ALASKA) INC","PRUDHOE BAY UNIT 01-17B","70.2421466032182","-148.401079033796","I","BP PLC","313807","608"
"50029202890300","BP EXPLORATION (ALASKA) INC","PRUDHOE BAY UNIT 01-17C","70.2421466032182","-148.401079033796","A","BP PLC","313807","609"
"50029202900000","ARCO ALASKA INC","PRUDHOE BAY UNIT 07-02","70.2662763459476","-148.575193377938","I","BP PLC","313807","610"
"50029202900100","BP EXPLORATION (ALASKA) INC","PRUDHOE BAY UNIT 07-02A","70.2662763459476","-148.575193377938","I","BP PLC","313807","611"
"50029202900200","BP EXPLORATION (ALASKA) INC","PRUDHOE BAY UNIT 07-02B","70.266276363139","-148.575193377567","A","BP PLC","313807","612"
"50029202910000","ARCO ALASKA INC","PRUDHOE BAY UNIT 07-03","70.2665958235148","-148.575397526697","I","BP PLC","313807","613"
"50029202910100","BP EXPLORATION (ALASKA) INC","PRUDHOE BAY UNIT 07-03A","70.2665858994157","-148.575397464922","A","BP PLC","313807","614"
"50029202920000","ARCO ALASKA INC","PRUDHOE BAY UNIT 07-04","70.2669180316596","-148.575593606051","I","BP PLC","313807","615"
"50029202920100","BP EXPLORATION (ALASKA) INC","PRUDHOE BAY UNIT 07-04A","70.2669153010821","-148.575601675457","A","BP PLC","313807","616"
"50029202930000","BP EXPLORATION (ALASKA) INC","PRUDHOE BAY UNIT 07-05","70.2672375092269","-148.575797754811","A","BP PLC","313807","617"
"50029202940000","ARCO ALASKA INC","PRUDHOE BAY UNIT 07-06","70.2675569867941","-148.57600190357","I","BP PLC","313807","618"
"50029202940100","BP EXPLORATION (ALASKA) INC","PRUDHOE BAY UNIT 07-06A","70.2675569867941","-148.57600190357","I","BP PLC","313807","619"
"55219000030000","MARATHON OIL CO","OCS Y-0168 COHO 1","58.97902778","-152.91168333","I","MARATHON OIL CORP","101778","620"
"50029202940200","BP EXPLORATION (ALASKA) INC","PRUDHOE BAY UNIT 07-06B","70.267556999784","-148.576001900547","A","BP PLC","313807","621"
"50029202950000","BP EXPLORATION (ALASKA) INC","PRUDHOE BAY UNIT 07-07","70.2678791949389","-148.576197982924","I","BP PLC","313807","622"
"50029202960000","ARCO ALASKA INC","PRUDHOE BAY UNIT 07-08","70.2681986725062","-148.576402131683","I","BP PLC","313807","623"
"50029202960100","BP EXPLORATION (ALASKA) INC","PRUDHOE BAY UNIT 07-08A","70.2681986725062","-148.576402131683","I","BP PLC","313807","624"
"50029202960200","BP EXPLORATION (ALASKA) INC","PRUDHOE BAY UNIT 07-08B","70.2681986833908","-148.576402127347","A","BP PLC","313807","625"
"50029202970000","BP EXPLORATION (ALASKA) INC","PRUDHOE BAY UNIT 04-12","70.2719259097546","-148.275123992048","I","BP PLC","313807","626"
"50029202980000","BP EXPLORATION (ALASKA) INC","PRUDHOE BAY UNIT 06-05","70.243364443464","-148.498432978062","A","BP PLC","313807","627"
"50029202990000","BP EXPLORATION (ALASKA) INC","PRUDHOE BAY UNIT 06-07","70.2427227561316","-148.498027617916","A","BP PLC","313807","628"
"5.0029203e+13","ARCO ALASKA INC","PRUDHOE BAY UNIT 06-08","70.2424032770888","-148.497819215515","I","BP PLC","313807","629"
"50029203000100","BP EXPLORATION (ALASKA) INC","PRUDHOE BAY UNIT 06-08A","70.2423933786901","-148.497819195038","I","BP PLC","313807","630"
"50029203000200","BP EXPLORATION (ALASKA) INC","PRUDHOE BAY UNIT 06-08B","70.2424032779577","-148.497819188627","A","BP PLC","313807","631"
"50029203010000","BP EXPLORATION (ALASKA) INC","PRUDHOE BAY UNIT Q-01","70.3134466765494","-148.838635319133","I","BP PLC","313807","632"
"50029203010100","BP EXPLORATION (ALASKA) INC","PRUDHOE BAY UNIT Q-01A","70.3134466765494","-148.838635319133","A","BP PLC","313807","633"
"50029203020000","STANDARD ALASKA PRODUCTION CO","PRUDHOE BAY UNIT GC-03A","70.2840978078212","-148.683363789077","I","",,"634"
"50029203030000","BP EXPLORATION (ALASKA) INC","PRUDHOE BAY UNIT 01-18","70.239893863694","-148.399820180777","I","BP PLC","313807","635"
"50029203030100","BP EXPLORATION (ALASKA) INC","PRUDHOE BAY UNIT 01-18A","70.2398938727959","-148.39982020204","A","BP PLC","313807","636"
"50029203040000","BP EXPLORATION (ALASKA) INC","PRUDHOE BAY UN LIS L1-21","70.3368125440677","-148.469532929761","A","BP PLC","313807","637"
"50029203050000","BP EXPLORATION (ALASKA) INC","PRUDHOE BAY UNIT 04-13","70.2716064329941","-148.274936548865","A","BP PLC","313807","638"
"50029203060000","STANDARD ALASKA PRODUCTION CO","PRUDHOE BAY UNIT B-03A","70.2702957560252","-148.673371082293","I","",,"639"
"50029203060100","BP EXPLORATION (ALASKA) INC","PRUDHOE BAY UNIT B-03B","70.2702957560252","-148.673371082293","A","BP PLC","313807","640"
"50029203070000","SOHIO ALASKA PETROLEUM CO","PRUDHOE BAY UNIT GC-03B","70.2838384036139","-148.683110231246","I","BP PLC","313807","641"
"50029203080000","BP EXPLORATION (ALASKA) INC","PRUDHOE BAY UNIT GC-03C","70.2834725071532","-148.682944582703","I","BP PLC","313807","642"
"50029203090000","BP EXPLORATION (ALASKA) INC","PRUDHOE BAY UNIT GC-03D","70.2833823983233","-148.683712418903","A","BP PLC","313807","643"
"50029203100000","BP EXPLORATION (ALASKA) INC","PRUDHOE BAY UNIT 04-14","70.2712842250769","-148.274735548743","A","BP PLC","313807","644"
"50029203110000","BP EXPLORATION (ALASKA) INC","PRUDHOE BAY UNIT 04-15","70.2709647475097","-148.274532065066","A","BP PLC","313807","645"
"50029203120000","BP EXPLORATION (ALASKA) INC","PRUDHOE BAY UNIT PWDW3-1","70.2559639501008","-148.570329127035","A","BP PLC","313807","646"
"50029203130000","CONOCOPHILLIPS ALASKA INC","KUPARUK RIV UNIT 1A-08","70.3308229485557","-149.674079878867","A","CONOCOPHILLIPS","1163165","647"
"50029203140000","BP EXPLORATION (ALASKA) INC","PRUDHOE BAY UNIT B-08","70.270568813775","-148.673365828484","I","BP PLC","313807","648"
"50029203140100","BP EXPLORATION (ALASKA) INC","PRUDHOE BAY UNIT B-08A","70.2705688168836","-148.673365786199","A","BP PLC","313807","649"
"50029203159500","ATLANTIC RICHFIELD CO","PRUDHOE BAY UNIT 04-16XX","70.2706425393649","-148.274328570057","I","",,"650"
"50029203160000","BP EXPLORATION (ALASKA) INC","PRUDHOE BAY UNIT B-09","70.2655636652212","-148.673451375516","A","BP PLC","313807","651"
"50029203170000","ARCO ALASKA INC","PRUDHOE BAY UNIT 14-01","70.239541617419","-148.584991636004","I","BP PLC","313807","652"
"50029203170100","BP EXPLORATION (ALASKA) INC","PRUDHOE BAY UNIT 14-01A","70.2395344496116","-148.584991591519","A","BP PLC","313807","653"
"50029203180000","ARCO ALASKA INC","PRUDHOE BAY UNIT 14-02","70.2392221382382","-148.58479585058","I","BP PLC","313807","654"
"50029203180100","ARCO ALASKA INC","PRUDHOE BAY UNIT 14-02A","70.2392221382382","-148.58479585058","I","BP PLC","313807","655"
"50029203180200","BP EXPLORATION (ALASKA) INC","PRUDHOE BAY UNIT 14-02B","70.2392221382382","-148.58479585058","I","BP PLC","313807","656"
"50029203180300","BP EXPLORATION (ALASKA) INC","PRUDHOE BAY UNIT 14-02C","70.2392221495439","-148.584795818116","A","BP PLC","313807","657"
"50029203186000","BP EXPLORATION (ALASKA) INC","PRUDHOE BAY UNIT 14-02CL1","70.2392221495439","-148.584795818116","A","BP PLC","313807","658"
"50029203190000","ARCO ALASKA INC","PRUDHOE BAY UNIT 14-03","70.2389026590574","-148.584591990044","I","BP PLC","313807","659"
"50029203190100","BP EXPLORATION (ALASKA) INC","PRUDHOE BAY UNIT 14-03A","70.2389026590574","-148.584591990044","A","BP PLC","313807","660"
"50029203200000","ARCO ALASKA INC","PRUDHOE BAY UNIT 14-04","70.2385804492854","-148.584396187673","I","BP PLC","313807","661"
"50029203200100","BP EXPLORATION (ALASKA) INC","PRUDHOE BAY UNIT 14-04A","70.2385804492854","-148.584396187673","A","BP PLC","313807","662"
"50029203210000","BP EXPLORATION (ALASKA) INC","PRUDHOE BAY UNIT B-10","70.265864028746","-148.673446404995","I","BP PLC","313807","663"
"50029203210100","BP EXPLORATION (ALASKA) INC","PRUDHOE BAY UNIT B-10A","70.2658640472902","-148.673446362446","A","BP PLC","313807","664"
"50029203220000","BP EXPLORATION (ALASKA) INC","PRUDHOE BAY UNIT Q-03","70.3135722821627","-148.836893872389","I","BP PLC","313807","665"
"50029203220100","BP EXPLORATION (ALASKA) INC","PRUDHOE BAY UNIT Q-03A","70.3135722821627","-148.836893872389","A","BP PLC","313807","666"
"50029203230000","BP EXPLORATION (ALASKA) INC","PRUDHOE BAY UNIT 13-01","70.2200718112638","-148.490028828323","A","BP PLC","313807","667"
"50029203240000","ARCO ALASKA INC","PRUDHOE BAY UNIT 13-02","70.2197496006781","-148.489834498607","I","BP PLC","313807","668"
"50029203240100","ARCO ALASKA INC","PRUDHOE BAY UNIT 13-02A","70.2197496006781","-148.489834498607","I","BP PLC","313807","669"
"50029203240200","BP EXPLORATION (ALASKA) INC","PRUDHOE BAY UNIT 13-02B","70.2197468700799","-148.489826423627","A","BP PLC","313807","670"
"50029203246000","BP EXPLORATION (ALASKA) INC","PRUDHOE BAY UNIT 13-02BL1","70.2197468700799","-148.489826423627","A","BP PLC","313807","671"
"50029203250000","BP EXPLORATION (ALASKA) INC","PRUDHOE BAY UNIT 13-03","70.2194301206905","-148.489632105192","I","BP PLC","313807","672"
"50029203250100","BP EXPLORATION (ALASKA) INC","PRUDHOE BAY UNIT 13-03A","70.2194301022805","-148.489632104969","A","BP PLC","313807","673"
"50029203260000","BP EXPLORATION (ALASKA) INC","PRUDHOE BAY UNIT 13-04","70.219110640703","-148.489429711777","A","BP PLC","313807","674"
"50029203270000","ARCO ALASKA INC","PRUDHOE BAY UNIT 14-05","70.2382609701046","-148.584192327138","I","BP PLC","313807","675"
"50029203270100","BP EXPLORATION (ALASKA) INC","PRUDHOE BAY UNIT 14-05A","70.2382609701046","-148.584192327138","A","BP PLC","313807","676"
"50029203280000","BP EXPLORATION (ALASKA) INC","PRUDHOE BAY UNIT 14-06","70.2379414909238","-148.583988466602","I","BP PLC","313807","677"
"50029203280100","BP EXPLORATION (ALASKA) INC","PRUDHOE BAY UNIT 14-06A","70.2379415064312","-148.583988436788","A","BP PLC","313807","678"
"50029203290000","BP EXPLORATION (ALASKA) INC","PRUDHOE BAY UNIT 14-07","70.2376192811518","-148.583792664231","A","BP PLC","313807","679"
"50029203300000","ARCO ALASKA INC","PRUDHOE BAY UNIT 14-08","70.237299801971","-148.583588803695","I","BP PLC","313807","680"
"50029203300100","BP EXPLORATION (ALASKA) INC","PRUDHOE BAY UNIT 14-08A","70.237299801971","-148.583588803695","A","BP PLC","313807","681"
"50029203306000","BP EXPLORATION (ALASKA) INC","PRUDHOE BAY UNIT 14-08AL1","70.237299801971","-148.583588803695","A","BP PLC","313807","682"
"50029203310000","BP EXPLORATION (ALASKA) INC","PRUDHOE BAY UNIT B-11","70.2661643922708","-148.673441434473","A","BP PLC","313807","683"
"55219000050000","MARATHON OIL CO","OCS Y-0168 COHO 2","58.97883611","-152.91205833","I","MARATHON OIL CORP","101778","684"
"50029203319500","BP EXPLORATION (ALASKA) INC","PRUDHOE BAY UNIT B-11AXX","70.2661517375941","-148.673449389867","I","BP PLC","313807","685"
"50029203320000","BP EXPLORATION (ALASKA) INC","PRUDHOE BAY UNIT B-12","70.2664647557956","-148.673436463951","I","BP PLC","313807","686"
"50029203320100","BP EXPLORATION (ALASKA) INC","PRUDHOE BAY UNIT B-12A","70.2664647557956","-148.673436463951","A","BP PLC","313807","687"
"50029203330000","BP EXPLORATION (ALASKA) INC","PRUDHOE BAY UNIT Q-02","70.3135094793561","-148.837760544058","I","BP PLC","313807","688"
"50029203330100","BP EXPLORATION (ALASKA) INC","PRUDHOE BAY UNIT Q-02A","70.3135094793561","-148.837760544058","A","BP PLC","313807","689"
"50029203340000","BP EXPLORATION (ALASKA) INC","PRUDHOE BAY UNIT 07-09","70.2685208806509","-148.576614383843","I","BP PLC","313807","690"
